index,id,research_title,initiation_date,status,has_result,locations,organization
225,NCT04587219,"An Open Study of the Safety, Tolerability and Immunogenicity of the ""Gam-COVID-Vac""Vaccine Against COVID-19 (Solution for Intramuscular Injection) With the Participation of Volunteers in the Age Group Over 60 Years",2020-10-22,UNKNOWN,0,"Russian Federation","Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation"
226,NCT04779541,"National Survey Concerning Vaccination Against COVID-19 in Nursing Homes and Long-Term Care Units",2021-06-02,COMPLETED,0,France,"University Hospital, Angers"
227,NCT04871841,"Study of Sputnik V COVID-19 Vaccination in Adults in Kazakhstan",2021-04-05,COMPLETED,0,Kazakhstan,"Karaganda Medical University"
228,NCT05009134,"Influences of Allergic Rhinitis and Allergen Immunotherapy on Human Antibody Responses to SARS-CoV-2 Vaccination",2021-06-04,UNKNOWN,0,China,"Huazhong University of Science and Technology"
229,NCT04939402,"SARS-COV-2 Seroprevalence and Seroconversion Among Employees of the Universitair Ziekenhuis Brussel Following COVID-19 Vaccination Using an Adenoviral Vector",2021-05-05,RECRUITING,0,Belgium,"Universitair Ziekenhuis Brussel"
230,NCT05890521,"Multi-center Safety Observation of COVID19 Vaccine in a Large Population",2022-04-02,RECRUITING,0,China,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd."
231,NCT04885764,"Profiling Antibody Status and Vaccine Effectiveness in Post Vaccination With SARS CoV2 in Ain Shams University",2021-02-23,UNKNOWN,0,Egypt,"Ain Shams University"
232,NCT04706390,"Comparison of the Immune Response to Natural COVID-19 Infection and Vaccination",2021-01-12,RECRUITING,0,Norway,"University of Bergen"
233,NCT05886790,"A Randomized, Open-Label, Parallel-controlled Clinical Study on Booster Immunization of Two COVID-19 Vaccines Constructed From Different Technical Routes Among People Aged 18 Years and Older",2023-05-30,RECRUITING,0,China,"Zhongnan Hospital"
234,NCT05894590,"Cohort Survey on Non-Acute Safety in Persons With Underlying Diseases Who Are Considered to Be at High Risk of Severe COVID-19 by Using Vaccination Information",2022-11-15,COMPLETED,0,Japan,"ModernaTX, Inc."
235,NCT05198102,"To Evaluate the Immunogenicity and Safety of Booster Immunization 12 Months After the Completion of Basic Immunization of Recombinant Novel Coronavirus Vaccine (CHO Cell) in People 18 Years Old and Above",2021-12-29,COMPLETED,0,China,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd."
236,NCT05465902,"Safety and Immunogenicity of Recombinant COVID-19 Variant Vaccine (Sf9 Cell) as a Booster Following Primary Vaccination of Either Inactivated or mRNA or Viral Vector COVID-19 Vaccines",2023-07-07,ACTIVENOTRECRUITING,0,Mexico,"WestVac Biopharma Co., Ltd."
237,NCT04563702,"A Phase 1 Open-Label, Dose-Ranging Trial to Determine the Safety and Immunogenicity of an Adenoviral-Vector Based Vaccine (VXA-CoV2-1) Expressing a SARS-CoV-2 Antigen and dsRNA Adjuvant Administered Orally to Healthy Adult Volunteers VXA-CoV2-1.1-S Boost Substudy: Boost at 1 Year Post Initial Vaccination With an Adenoviral-Vector Based Vaccine VXA-CoV2-1.1-S Expressing a SARS-CoV-2 S Protein in a Subset of Subjects",2020-09-21,COMPLETED,0,"United States",Vaxart
238,NCT04514302,"Phase I, Randomized, Placebo-controlled, Double-blind, Study to Evaluate the Safety and Antiviral Efficacy of Three Different Single Doses of Anti-SARS-CoV-2 Equine Antibody F(ab')2 Fragments (INOSARS) in Adult Patients With Mild COVID-19",2021-12-07,COMPLETED,0,Mexico,"Hospital San Jose Tec de Monterrey"
239,NCT05652543,"Randomized, Double-blind, Placebo-controlled Phase II Clinical Trial to Evaluate the Safety and Immunogenicity of Recombinant SARS-CoV-2 Alpha/Beta/Delta/Omicron Variants S Trimer Protein Vaccine (SCTV01E) in a Vaccinated Population",2023-01-05,COMPLETED,0,China,"Sinocelltech Ltd."
240,NCT05562479,"Effect of Sars-cov-2 on Donor Oocyte Quality and Quantity, a Multicenter Retrospective Study.",2021-12-12,COMPLETED,0,Colombia,Novafem
241,NCT06057064,"A Phase II Randomized, Double-blind Study to Evaluate the Safety, Neutralizing Activity and Efficacy of AZD3152 for Pre-exposure Prophylaxis of COVID-19 in Participants Having an Increased Risk for Inadequate Response to Active Immunization (NOVELLA)",2023-09-29,COMPLETED,0,"Russian Federation",AstraZeneca
242,NCT04611802,"A Phase 3, Randomized, Observer-Blinded, Placebo-Controlled Study to Evaluate the Efficacy, Safety, and Immunogenicity of a SARS-CoV-2 Recombinant Spike Protein Nanoparticle Vaccine (SARS-CoV-2 rS) With Matrix-M1™ Adjuvant in Adult Participants ≥ 18 Years With a Pediatric Expansion in Adolescents (12 to < 18 Years)",2020-12-27,COMPLETED,0,"United States,Mexico,Puerto Rico",Novavax
243,NCT04949490,"A Phase II, Open-label, Rollover Trial to Evaluate the Safety and Immunogenicity of One or Two Boosting Doses of Comirnaty or One Dose of BNT162b2s01 in BNT162-01 Trial Subjects, or Two Boosting Doses of Comirnaty in BNT162-04 Trial Subjects",2021-07-26,COMPLETED,0,Germany,"BioNTech SE"
244,NCT04760990,"An Open-label Observation Study to Assess the Potential Impact of Disease Modifying Therapies on COVID-19 Outcomes and the Antibody Response Following an Infection With SARS-CoV-2 in Patients With Multiple Sclerosis Within the Swiss Multiple Sclerosis Cohort.",2021-02-01,UNKNOWN,0,Switzerland,"University Hospital, Basel, Switzerland"
245,NCT04811664,"A Randomized Controlled Study to Assess SARS CoV-2 Infection, Viral Shedding, and Subsequent Potential Transmission in Individuals Immunized With Moderna COVID-19 Vaccine",2021-03-24,COMPLETED,1,"United States","National Institute of Allergy and Infectious Diseases (NIAID)"
246,NCT04651790,"Multicenter, Phase 3, Randomized Clinical Study to Evaluate the Efficacy, Safety and Immunogenicity of Two Vaccination Schedules of an Inactivated Vaccine Against SARS-CoV-2 Infection in Adults.",2020-11-27,COMPLETED,0,Chile,"Pontificia Universidad Catolica de Chile"
247,NCT05035238,"Evaluation of the Efficacy, Safety and Immunogenicity of Inactivated COVID 19 Vaccine (TURKOVAC Inactive) in Healthy Population of 18 and 64 Years of Age (Both Inclusive): a Randomized, Double-blind, Phase IIb Clinical Trial",2021-09-20,UNKNOWN,0,Turkey,"Health Institutes of Turkey"
248,NCT04842708,"Evaluation of Anti-COVID 19 Pfizer Vaccination Effect on COVID 19 Detection Using Breath Analysis",2020-12-24,COMPLETED,0,Israel,"Scentech Medical Technologies Ltd"
249,NCT05075538,"COVID-19: Immune Response in Patients With Cancer Undergoing mRNA Vaccination Against SARS-CoV-2",2021-12-01,TERMINATED,0,Belgium,"Jules Bordet Institute"
250,NCT04352608,"A Randomized, Double-Blinded, Placebo-Controlled, Phase Ⅰ/Ⅱ Clinical Trial, to Evaluate the Safety and Immunogenicity of the SARS-CoV-2 Inactivated Vaccine in Healthy Adults Aged 18~59 Years",2020-04-16,COMPLETED,0,China,"Sinovac Biotech Co., Ltd"
251,NCT05268679,"Study of the Humoral and Cellular Response to Vaccines Against SARS-CoV-2 in Heart Transplant Recipients",2022-03-07,COMPLETED,0,France,"Assistance Publique - Hôpitaux de Paris"
252,NCT05293379,"Prospective, Multicenter Study Assessing a Screening Campaign for Cardiovascular Diseases Risk Factors During SARS-CoV-2 Epidemic",2021-07-01,COMPLETED,0,France,Elsan
253,NCT05216484,"Clinical Study of the Third Dose Immunization Schedule of COVID-19 Inactivated Vaccine, (Vero Cells) in Adults Aged 18 Years and Above (6 Months After Two Doses)",2022-02-18,UNKNOWN,0,China,ChineseAMS
254,NCT05210179,"Open-Label, Two Arms, Multi-Centered, Phase 2b Clinical Trial to Determine the Safety, Efficacy, and Immunogenicity of Booster Vaccination (TURKOVAC) Against SARS-CoV-2",2022-01-24,COMPLETED,0,Turkey,"Health Institutes of Turkey"
255,NCT05973084,"COVID-19 Transmission and Morbidity in Malawi",2023-01-17,RECRUITING,0,"United States,Malawi","Boston University"
256,NCT05303584,"Immunogenicity and Safety of the Heterologous Prime-boost Immunization With an Adenovirus Type-5 Vector-based COVID-19 Vaccine (Ad5-nCoV) After Three-dose Priming With an Inactivated COVID-19 Vaccine in Adults Aged 18 Years and Above: a Randomized, Open-label, Parallel-controlled Clinical Trial",2022-04-23,UNKNOWN,0,China,"Jiangsu Province Centers for Disease Control and Prevention"
257,NCT04796584,"Efficacy of COVID 19 SARS-CoV-2 mRNA Vaccination in Patients With Multiple Sclerosis Treated With Immune Modulating Medication (SARSmRNA_MS)",2022-07-11,TERMINATED,0,"United States","Providence Health & Services"
258,NCT04884750,"Community-based Design and Evaluation of A Conversational Agent to Promote SARS-COV2 Vaccination in Black Churches",2022-12-12,RECRUITING,0,"United States","Northeastern University"
259,NCT05552950,"Randomized, Controlled, Double-Blind Proof of Concept Trial Assessing the Efficacy and Safety of BioBlock® Intranasally Administered Virus-Neutralizing Bovine Colostrum Nasal Spray in Preventing of COVID-19 Infection in Healthy Volunteer Individuals",2022-05-01,RECRUITING,0,Estonia,"Chemi-Pharm AS"
260,NCT04951323,"Impact of the Immune System on Response to COVID-19 Vaccine in Allogeneic Stem Cell Recipients (Covid Vaccin Allo)",2021-03-22,UNKNOWN,0,Belgium,"University of Liege"
261,NCT04405908,"A Phase 1, Randomized, Double-blind, Placebo-controlled, First-in-human Study to Evaluate the Safety and Immunogenicity of SCB 2019, a Recombinant SARS-CoV-2 Trimeric S Protein Subunit Vaccine for COVID-19 in Healthy Volunteers.",2020-06-19,COMPLETED,0,Australia,"Clover Biopharmaceuticals AUS Pty Ltd"
262,NCT04860908,"DOES COVID-19 INFECTION AND/OR VACCINATION OF PREGNANT WOMEN AFFECT THE PANCREATIC BETA CELLS OF THE FETUS BECOMING A TRIGGER FOR FUTURE DEVELOPMENT OF CHILDHOOD TYPE 1 DIABETES",2021-04-26,UNKNOWN,0,Israel,"Maaynei Hayesha Medical Center"
263,NCT04469179,"A Phase 1B, Randomized, Double-Blind, Placebo-Controlled, Single Ascending Dose Study of SAB-185 in Ambulatory Subjects With COVID-19",2020-08-20,UNKNOWN,0,"United States","SAb Biotherapeutics, Inc."
264,NCT05537103,"Adolescents Seeking COVID Vaccination",2022-09-26,COMPLETED,0,"United States","National Institutes of Health Clinical Center (CC)"
265,NCT05682638,"A Global Multi-center, Randomized, Blinded, Placebo-controlled Phase 3 Clinical Study to Evaluate the Efficacy, Safety and Immunogenicity of SARS-CoV-2 mRNA Vaccine for the Prevention of COVID-19 in Participants Aged 18 Years and Older",2023-01-30,RECRUITING,0,Kenya,"AIM Vaccine Co., Ltd."
266,NCT05492643,"A Single Center, Open Label Clinical Study to Evaluate the Safety and Immunogenicity of SARS-CoV-2 mRNA Vaccine (SYS6006) as Heterologous Booster in Participants Aged 18 Years and Older Vaccinated With Inactivated SARS-CoV-2 Vaccine",2022-08-13,RECRUITING,0,China,"Zhongnan Hospital"
267,NCT04824638,"A Phase II Trial Assessing Immunogenicity and Safety of COVID-19 mRNA Vaccine BNT162b2 in Adult Volunteers With no History of SARS-CoV-2 Infection Administered With Two Doses of Vaccine (D1-D29) and in Adult Volunteers With Documented History of SARS-CoV-2 Infection (of More Than 5 Months) Administered With Only One Dose of Vaccine",2021-03-08,COMPLETED,0,France,"ANRS, Emerging Infectious Diseases"
268,NCT05012943,"A Randomized, Observer-Blind, Controlled Study to Assess the Safety, Immunogenicity and Efficacy of the SARS-CoV-2 Self- Amplifying RNA Vaccine ARCT-154 in Adults",2021-08-15,COMPLETED,0,Vietnam,"Vinbiocare Biotechnology Joint Stock Company"
269,NCT05128643,"Clinical Study on the Immunogenicity and Safety of the Recombinant Novel Coronavirus（COVID-19）Vaccine (CHO Cell) 0-1-6 Month and 0-1-4 Month Immunization Programs in People Aged 18 and Above",2021-09-17,UNKNOWN,0,China,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd."
270,NCT05244343,"Impact of Vaccination on Medical and Intensive Care Hospitalization of COVID-19 Patients",2022-01-25,COMPLETED,0,Tunisia,"Eshmoun Clinical Research Center"
271,NCT04924803,"Community Developed Technology-Based Messaging to Increase SARS-CoV-2 Vaccine Uptake Among People Who Inject Drugs",2022-06-21,RECRUITING,0,"United States","New York University"
272,NCT05408299,"Comparative Study of Patterns of Immune Response to COVID 19 Vaccination Between Immunocompetent and Immunocompromised Subjects",2022-06-20,UNKNOWN,0,Egypt,"National Research Centre, Egypt"
273,NCT05593042,"Phase 2, Randomized, Double-blind Study to Evaluate Immunogenicity Superiority of a Booster Dose With an Omicron or a Trivalent Vaccine Compared to CoronaVac, in Adults Immunized With Different Vaccine Schedules Against SARS-CoV-2 in Chile",2022-11-28,COMPLETED,0,Chile,"Pontificia Universidad Catolica de Chile"
274,NCT05894499,"Cohort Survey on Shock and Anaphylaxis in Persons With Underlying Diseases Considered to Be at High Risk of Severe COVID-19 by Using Vaccination Information",2022-11-15,COMPLETED,0,Japan,"ModernaTX, Inc."
275,NCT05074706,"Evaluation of the Immune Response to Sars-Covid-19 (Cov-2) Vaccines in Haematological Patients: Prospective Single Center Study",2021-06-09,COMPLETED,0,Italy,"University of Milano Bicocca"
276,NCT05059106,"EFFECTIVENESS, SAFETY AND IMMUNOGENICITY OF THE HALF DOSE OF THE VACCINE ChadOx1 nCoV-19 (AZD1222) for COVID-19",2021-06-01,UNKNOWN,0,Brazil,"Federal University of Espirito Santo"
277,NCT04723706,"Immunological Response to SARS-CoV-2 Vaccine in Stem Cell Transplant and Cellular Therapy Patients",2021-03-19,COMPLETED,0,"United States","Henry Ford Health System"
278,NCT04648800,"A Multi-centre, Randomised, Double-blind, Placebo-controlled Phase III Clinical Trial Evaluating the Effect of BCG Vaccination on the Incidence and Severity of SARS-CoV-2 Infections Among Healthcare Professionals During the COVID-19 Pandemic in Poland",2020-07-07,UNKNOWN,0,Poland,"University of Rzeszow"
279,NCT04826770,"Blood Donations From Healthy Probands for the Study of the Adaptive Immune Response to COVID-19 Vaccination (AICOVI)",2021-01-06,ACTIVENOTRECRUITING,0,Germany,"University Medicine Greifswald"
280,NCT04348370,"Bacillus Calmette-Guerin Vaccination as Defense Against SARS-CoV-2: A Randomized Controlled Trial to Protect Health Care Workers by Enhanced Trained Immune Responses",2020-04-20,ACTIVENOTRECRUITING,0,"United States","Texas A&M University"
281,NCT04912700,"The Impact of Vaccination on Severity of Illness in COVID-19: A Multicenter Cohort Study",2021-06-01,COMPLETED,1,"United States","William Beaumont Hospitals"
282,NCT05484700,"SARS-CoV-2 Neutralizing Antibodies and Immunity After Vaccination of Recovered Patients With COVID-19 and Correlation With Immunity and Long-COVID-19 Symptoms",2021-12-30,ACTIVENOTRECRUITING,0,Thailand,"Mahidol University"
283,NCT05109559,"A Phase 1/2 Study to Evaluate the Safety Reactogenicity and Immunogenicity of Ad26.COV2.S Administered as a Heterologous Booster Vaccination in Adults 18 Years of Age and Older Following Single- or Two-Dose Vaccination With an Inactivated COVID-19 Vaccine",2021-12-20,RECRUITING,0,Thailand,"Mahidol University"
284,NCT04892459,"Safety and Immunogenicity of Sequential Immunization of Inactivated SARS-CoV-2 Vaccine and Recombinant SARS-CoV-2 Vaccine (Ad5 Vector) in Chinese Healthy Adults Aged 18-59 Years: a Randomized, Observer-blind, Parallel-controlled Clinical Trial",2021-05-25,COMPLETED,0,China,"Jiangsu Province Centers for Disease Control and Prevention"
285,NCT05218070,"Safety and Immunogenicity Study of EgyVax Vaccine Candidate for Prophylaxis of Severe Acute Respiratory Syndrome (SARS) - Coronavirus 2 (CoV-2) Infection (COVID-19)",2022-02-06,UNKNOWN,0,Egypt,"Eva Pharma"
286,NCT05115370,"Barriers and Facilitators of Flu, Pneumonia and SARS-CoV-2 (COVID-19) Vaccination in Adults With Inflammatory Conditions Treated With Immune-suppressing Drugs",2021-11-01,COMPLETED,0,"United Kingdom","University of Nottingham"
287,NCT04904549,"A Parallel-group, Phase III, Multi-stage, Modified Double-blind, Multi-armed Study to Assess the Efficacy, Safety, and Immunogenicity of Two SARS-CoV-2 Adjuvanted Recombinant Protein Vaccines (Monovalent and Bivalent) for Prevention Against COVID-19 in Adults 18 Years of Age and Older as a Primary Series and Open-label Extension to Assess Immunogenicity, Safety, Efficacy of a Monovalent Booster Dose of SARS-CoV2 Adjuvanted Recombinant Protein Vaccine",2021-05-26,ACTIVENOTRECRUITING,0,"Nigeria,Japan,Honduras,Kenya,Sri Lanka,Ukraine,Nepal,India,Mexico,Colombia,United States,Ghana,Uganda",Sanofi
288,NCT04979949,"Double-Blind, Randomized, Controlled, Multi-Centered, Phase 2 Clinical Trial to Determine the Safety, Efficacy, and Immunogenicity of Booster Vaccination Against SARS-CoV-2",2021-07-12,COMPLETED,0,Turkey,"Health Institutes of Turkey"
289,NCT05876377,"Use and Effectiveness of COVID-19 Vaccines Using State Vaccine Registries and Insurance Claims Data",2023-10-23,RECRUITING,0,"United States",Pfizer
290,NCT05142553,"A Phase IIb, Double-blind, Randomised, Active-controlled, Multi-centre, Non-inferiority Trial Followed by a Phase III, Single-arm, Open-label Trial, to Assess Immunogenicity and Safety of a Booster Vaccination With a Recombinant Protein RBD Fusion Dimer Candidate (PHH-1V) Against the Virus That Cause COVID-19, Know as Severe Acute Respiratoy Syndrome Coronavirus 2 (SARS-CoV-2)SARS-CoV-2, in Adults Fully Vaccinated Against COVID-19 Followed by an Extension Period to Study a Fourth Dose Administration of PHH-1V.",2021-11-16,COMPLETED,0,Spain,"Hipra Scientific, S.L.U"
291,NCT04894253,"Study of the Immune Response to SARS-CoV-2 Vaccination in Patients With Systemic Lupus",2021-06-07,RECRUITING,0,France,"University Hospital, Strasbourg, France"
292,NCT05338177,"Pilot Trial on Immunosuppression Modulation in Kidney Transplant Recipients Without SARS-CoV-2 Spike Protein Antibodies Following Full Vaccination",2021-11-15,UNKNOWN,0,Austria,"Medical University of Vienna"
293,NCT05655351,"How Does Vaccination Against COVID-19 Affect Monocyte Production of Oxygenated Derivatives ?",2022-12-21,ACTIVENOTRECRUITING,0,France,"Centre Hospitalier Universitaire de Nīmes"
294,NCT06189053,"Long-term Outcomes of Myocarditis Following Administration of SPIKEVAX (COVID-19 Vaccine mRNA)",2022-04-30,ACTIVENOTRECRUITING,0,"United States","ModernaTX, Inc."
295,NCT04954651,"Assessment of the Immunization Levels Against Sars-Cov2 Virus in Subjects Who Have Received European Union (EU) -Approved COVID-19 Vaccines",2021-07-07,COMPLETED,0,Greece,"University of Patras"
296,NCT05205083,"Study on the Immunogenicity and Safety of Booster Immunization of Recombinant Novel Coronavirus Vaccine (CHO Cells) After Inoculation With Two Doses of Inactivated Vaccine (BBIBP-CorV) in People Over 18 Years Old",2021-11-10,UNKNOWN,0,China,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd."
297,NCT05050461,"Immune Response After SARS-CoV-2 Vaccination in a Context of Non-Hodgkin Lymphoma",2021-09-20,UNKNOWN,0,"","Versailles Hospital"
298,NCT05534061,"Motivational Enhancement to Augment Contingency Management for SARS-CoV-2 Testing and Vaccination Utilization Among Syringe Exchange Clients",2022-08-08,COMPLETED,1,"United States","University of Oregon"
299,NCT05960097,"A Phase 2 Randomized, Active-controlled, Observer-blind Study to Assess the Safety, Reactogenicity, and Immunogenicity of a Booster Dose of Investigational COVID-19 mRNA Vaccines in Healthy Adults Who Previously Received a Complete Primary Vaccination Series With or Without Booster Dose(s)",2023-08-01,ACTIVENOTRECRUITING,0,"United States,Australia",GlaxoSmithKline
300,NCT04515147,"COVID-19: A Phase 2a, Partially Observer-blind, Multicenter, Controlled, Dose-confirmation Clinical Trial to Evaluate the Safety, Reactogenicity and Immunogenicity of the Investigational SARS-CoV-2 mRNA Vaccine CVnCoV in Adults >60 Years of Age and 18 to 60 Years of Age",2020-09-21,COMPLETED,1,"Panama,Peru",CureVac
301,NCT05020145,"Coronavirus Disease 2019 (COVID-19) Vaccination and Breakthrough Infections Among Persons With Immunocompromising Conditions in the United States",2021-08-25,COMPLETED,1,"United States",Pfizer
302,NCT05096845,"A Global, Multi-Center, Randomized, Double-Blind, Placebo-Controlled, Phase III Clinical Study to Evaluate the Efficacy, Safety, and Immunogenicity of Recombinant SARS-CoV-2 Fusion Protein Vaccine (V-01) in Adults Aged 18 Years and Older",2021-08-25,ACTIVENOTRECRUITING,0,"Russian Federation,Philippines,Indonesia","Livzon Pharmaceutical Group Inc."
303,NCT05547451,"SARS Cov2 Vaccination in Adolescents From 12 to 18 With Juvenile Idiopathic Arthritis in Angers, Nantes and Rennes : Acceptance and Safety.",2024-06-09,RECRUITING,0,France,"Nantes University Hospital"
304,NCT04790851,"A Randomized, Controlled, Multicenter Phase 4 Clinic Trial to Evaluate the Immunogenicity and Safety of Combined Immunization of Inactivated SARS-CoV-2 Vaccines (Vero Cell) (COVAX) (Produced in Beijing) and 23-valent Pneumococcal Polysaccharide Vaccine (PPV23) or Quadrivalent Inactivated Influenza Vaccine (IIV4)",2021-03-10,COMPLETED,0,China,"China National Biotec Group Company Limited"
305,NCT04545047,"CSP #2030 - Observational Study of Convalescent Plasma for Treatment of Veterans With COVID-19",2020-05-01,COMPLETED,1,"United States","VA Office of Research and Development"
306,NCT05669677,"Prospective Cohort Study to Determine the Response to COVID-19 Vaccination and Prevalence of COVID-19 in Subjects With Chronic Liver Disease",2023-03-15,ACTIVENOTRECRUITING,0,"United States","National Institutes of Health Clinical Center (CC)"
307,NCT05089045,"A Clinical Study to Evaluate the Immunogenicity and Safety of Recombinant New Coronavirus Vaccine (CHO Cells) After Vaccination With Two Inactivated Vaccine in Healthy People Aged 18 and Above",2021-08-31,COMPLETED,0,China,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd."
308,NCT04381845,"Immunity and COVID Infections in the Psychiatric Population",2021-01-10,RECRUITING,0,France,"Assistance Publique - Hôpitaux de Paris"
309,NCT05195047,"Efficacy and Safety of Oral Lactobacillus Plantarum GUANKE (CGMCC NO.21720) in Enhancement of Antibody Level After SARS-CoV-2 Vaccination: A Prospective, Randomized, Double-blind, Placebo-Controlled Trial (Trial 2)",2022-02-27,COMPLETED,0,China,"Peking University"
310,NCT04743947,"Observational Study on the Effects of SARS-CoV-2 Vaccination in Dialysis and Kidney Transplant Patients",2020-12-21,RECRUITING,0,Germany,"Heinrich-Heine University, Duesseldorf"
311,NCT05200754,"A Randomized Open Label Phase-II Clinical Trial With or Without Infusion of Plasma From Subjects After Convalescence of SARS-CoV-2 Infection in High-Risk Patients With Confirmed Severe SARS-CoV-2 Disease",2020-09-03,UNKNOWN,0,Germany,"University Hospital Heidelberg"
312,NCT04964154,"Building Resiliency and Vital Equity (BRAVE) Project: Understanding Native Americans' Perceptions/Beliefs About COVID-19 Testing and Vaccination Study",2021-02-17,UNKNOWN,0,"United States","North Carolina Central University"
313,NCT05463354,"Safety and Immunogenicity of Recombinant COVID-19 Vaccine (Sf9 Cell) as a Booster Following Primary Vaccination of Either Inactivated or mRNA or Viral Vector COVID-19 Vaccines",2022-07-11,COMPLETED,0,Philippines,"WestVac Biopharma Co., Ltd."
314,NCT04958954,"Post-Marketing Safety of SARS-CoV-2 mRNA-1273 Vaccine in the US: Active Surveillance, Signal Refinement and Self-Controlled Risk Interval (SCRI) Signal Evaluation in HealthVerity",2021-07-07,COMPLETED,0,"United States","ModernaTX, Inc."
315,NCT05636319,"A Randomized, Double-blind, Placebo-controlled Clinical Study to Evaluate the Efficacy, Safety, and Immunogenicity of SARS-CoV-2 Variant (BA.4/5) mRNA Vaccine (ABO1020) in Healthy Subjects Aged 18 Years and Older Who Have Completed the Full Vaccination",2022-11-23,ACTIVENOTRECRUITING,0,"United Arab Emirates,Philippines,Pakistan,Indonesia","Suzhou Abogen Biosciences Co., Ltd."
316,NCT06020118,"Randomized Study of the Immunogenicity and Duration of Antibody Response Against Circulating SARS-CoV-2 Variant and Influenza Viruses Following Concomitant Versus Sequential Administration of mRNA COVID-19 Vaccine and Quadrivalent Cell Culture-based Influenza Vaccine Among Children and Adults",2023-09-25,COMPLETED,0,"United States","Duke University"
317,NCT05112913,"A Double-blind, Randomized Clinical Trial to Evaluate the Lot-to-lot Consistency, Immunogenicity and Safety of an Inactivated SARS-CoV-2 Vaccine (CoronaVac）Between Different Workshops for Prevention of COVID-19 in Healthy Children Aged 3-17 Years",2021-07-27,ACTIVENOTRECRUITING,0,China,"Sinovac Biotech Co., Ltd"
318,NCT05715918,"Double-blind, Placebo-controlled, Randomized Study of Tolerability, Safety and Immunogenicity of the Inactivated Whole-virion Concentrated Purified Coronavirus Vaccine, Produced by FSBSI ""Chumakov Federal Scientific Center for Research and Development of Immune-and-Biological Products"", of Children at the Age of 12-17 Years Inclusive""",2022-04-01,ACTIVENOTRECRUITING,0,"Russian Federation","Chumakov Federal Scientific Center for Research and Development of Immune-and-Biological Products"
319,NCT05096832,"A Global, Multi-Center, Randomized, Double-Blind, Placebo-Controlled, Phase III Clinical Study to Evaluate the Efficacy, Safety, and Immunogenicity of Sequential Immunization of Recombinant SARS-CoV-2 Fusion Protein Vaccine (V-01) Against COVID-19 in Healthy Adults Aged 18 Years and Older After the Vaccination of 2 Doses of Inactivated Vaccines",2021-11-03,COMPLETED,0,"Malaysia,Pakistan","Livzon Pharmaceutical Group Inc."
320,NCT05683600,"A Multicentre, Randomized, Double-blinded, Placebo-controlled Phase III Clinical Trial to Evaluate the Efficacy and Safety of Recombinant SARS-CoV-2 Vaccine (CHO Cell) LYB001 as Booster Vaccination in Adults 18 Years of Age or Older",2022-12-29,TERMINATED,0,China,"Guangzhou Patronus Biotech Co., Ltd."
321,NCT05197699,"A Multicenter, Prospective Cohort Study to Document the Immunization Status of MS Patients in Germany With Focus on Anti-SARS-CoV-2 Vaccination Response",2021-07-01,TERMINATED,0,Germany,Biogen
322,NCT05364242,"Open-Label Phase 2/3 Clinical Study to Investigate Safety and Immunogenicity of a Single VLA2001 Booster Vaccination in Adult Volunteers, After Receipt of Nationally Rolled Out mRNA COVID-19 Vaccines and/or Natural SARS-CoV-2 Infection",2022-05-09,COMPLETED,0,"Netherlands,New Zealand","Valneva Austria GmbH"
323,NCT05468736,"A Phase 2/3 Age De-escalating Study to Evaluate the Safety and Immunogenicity of a SARS-CoV-2 Recombinant Spike Protein Vaccine (SARS-CoV-2 rS) With Matrix-M™ Adjuvant in Children 6 Months to < 12 Years of Age",2022-07-22,ACTIVENOTRECRUITING,0,"Philippines,Dominican Republic,Honduras,Guatemala,South Africa,United Kingdom,Mexico,Colombia,Spain,United States",Novavax
324,NCT05338736,"Differences in Humoral and Cellular Immunity in First-cycle Vaccinated Patients Infected by SARS-COV-2: an Observational Study",2022-04-01,COMPLETED,0,Italy,"University Magna Graecia"
325,NCT04537949,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of a Prophylactic SARS-CoV-2 RNA Vaccine (BNT162b3) Against COVID-19 Using Different Dosing Regimens in Healthy Adults",2020-09-09,COMPLETED,1,Germany,"BioNTech SE"
326,NCT04818736,"COVID Vaccine for Indirect Protection: A Cluster Randomized Controlled Trial in Hutterite Colonies",2021-04-15,WITHDRAWN,0,Canada,"McMaster University"
327,NCT05238649,"A Randomized, Double Blind, Positive Control Clinical Study to Evaluate the Immunogenicity and Safety of Sequential Immunization of Recombinant SARS-CoV-2 Fusion Protein Vaccine (V-01) Against COVID-19 in Healthy Adults Aged 18 Years and Older After the Vaccination of 2 Doses of Inactivated Vaccines",2021-11-10,UNKNOWN,0,China,"Livzon Pharmaceutical Group Inc."
328,NCT05043259,"Immunogenicity and Safety of the Heterologous Prime-boost Immunization With an Aerosolised Adenovirus Type-5 Vector-based COVID-19 Vaccine (Ad5-nCoV) After Two-dose Priming With an Inactivated SARS-CoV-2 Vaccine in Adults at 18 Years of Age or Above: a Randomised, Open-label, Parallel-controlled Clinical Trial",2021-09-13,UNKNOWN,0,China,"Jiangsu Province Centers for Disease Control and Prevention"
